1,1
1,552
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
10,133
10,284
11,11
12,12
13,397
14,13
15,14
16,15
17,16
18,17
19,18
20,19
21,20
22,7
23,21
24,22
24,23
24,630
25,23
26,23
26,24
26,630
27,25
28,26
29,27
29,431
30,28
31,29
31,354
32,30
33,31
33,575
34,32
35,33
36,34
37,12
38,35
39,36
40,37
41,38
42,397
43,39
44,40
44,199
45,41
45,397
46,42
47,43
48,32
49,44
50,41
50,397
51,45
52,46
53,44
53,47
53,233
53,419
53,580
54,48
55,49
55,674
56,50
57,51
59,52
59,255
60,53
61,54
62,55
63,56
65,57
66,397
67,397
69,58
70,59
71,60
73,61
73,764
74,33
74,62
75,63
76,64
76,553
77,65
77,294
78,66
79,67
80,68
81,7
82,69
83,70
84,397
85,16
86,16
87,71
88,72
89,73
90,74
91,75
92,76
93,76
94,397
95,41
95,397
96,12
97,397
99,67
100,77
100,674
103,78
103,501
103,768
105,79
106,80
107,81
107,159
108,82
109,83
109,597
110,84
111,83
111,597
112,85
113,86
114,46
115,55
117,87
117,391
118,397
119,397
120,88
121,89
122,90
123,91
124,397
125,92
126,41
126,397
127,93
127,433
128,46
129,397
130,41
130,397
131,94
132,95
133,84
134,96
134,125
134,164
135,86
136,97
136,233
137,46
138,98
139,99
140,99
141,100
142,101
142,597
142,777
143,102
144,33
144,103
145,104
146,105
147,71
148,106
149,107
149,443
150,108
150,294
151,109
152,41
152,397
153,110
154,111
155,112
156,113
157,114
158,87
158,115
158,391
159,116
160,90
160,117
161,118
162,119
163,120
163,687
163,819
164,121
165,122
165,238
166,397
167,97
167,233
168,123
169,95
169,124
169,148
170,125
171,126
171,664
172,127
173,128
173,501
174,129
175,16
176,126
176,130
176,664
177,131
178,132
178,764
179,133
180,134
181,135
182,46
182,97
182,136
182,233
183,137
184,397
185,34
186,138
188,139
189,44
189,140
189,233
189,580
190,141
191,142
192,143
193,144
194,145
195,146
196,147
197,148
198,149
199,150
200,151
201,152
202,153
203,154
204,155
205,156
206,144
206,157
206,405
207,158
207,257
208,159
209,160
210,144
210,161
211,397
212,162
213,163
214,164
215,165
216,166
216,238
216,782
217,397
218,101
218,597
218,777
219,167
220,167
221,2
221,168
221,177
222,169
223,397
224,397
225,170
227,171
228,172
229,97
229,233
230,173
231,397
232,174
233,109
234,175
235,176
236,177
237,397
238,397
239,397
240,397
241,178
242,35
243,179
244,180
246,181
247,182
248,144
248,161
249,125
250,167
250,183
251,184
252,185
253,186
254,186
255,186
256,2
256,187
257,188
258,32
259,397
260,189
261,93
261,433
262,190
263,191
264,192
265,193
266,194
267,195
268,108
268,294
269,196
270,44
271,197
272,198
273,199
274,200
275,201
276,202
277,203
278,204
278,281
278,575
279,100
280,205
281,206
281,280
282,207
283,397
284,208
285,209
286,84
287,210
288,397
289,211
290,87
290,391
291,397
292,212
293,125
294,213
295,125
296,214
297,397
298,215
299,216
301,46
302,217
303,218
304,219
305,220
306,221
306,693
307,71
308,222
309,223
310,224
311,225
312,2
313,4
314,226
315,227
316,228
317,123
318,229
319,230
319,764
320,144
320,231
320,490
320,523
321,232
322,233
323,397
324,210
325,210
325,234
326,2
326,181
326,235
327,2
328,236
329,46
329,237
330,238
331,239
332,240
332,247
333,241
334,397
335,242
336,243
337,244
338,245
338,674
339,397
340,246
341,247
342,397
344,238
344,248
345,249
346,71
347,93
347,433
348,5
348,250
349,251
350,55
351,252
352,253
353,12
354,148
355,100
356,254
357,255
358,84
359,194
360,256
361,257
362,4
363,397
364,258
365,259
366,46
367,260
368,261
369,262
370,201
371,263
372,264
373,397
374,265
375,197
376,266
377,267
378,268
379,116
380,269
381,270
382,84
383,271
384,4
385,272
386,273
387,60
388,224
389,274
389,763
390,275
391,276
392,60
393,277
394,278
395,397
396,279
396,738
397,280
398,281
398,575
399,282
400,283
401,284
402,285
403,238
404,1
404,552
405,60
406,84
406,286
406,416
406,501
407,287
408,288
409,289
409,575
410,290
411,291
412,292
413,71
417,44
417,293
418,12
419,116
420,294
421,295
422,296
423,144
423,297
424,290
425,298
426,299
427,300
427,309
428,106
429,255
430,76
431,301
432,165
432,302
433,303
434,304
435,305
436,60
437,185
438,306
439,144
439,307
439,405
440,308
441,272
442,397
443,309
444,310
445,278
446,311
447,312
448,313
449,4
450,314
451,84
452,11
453,315
454,316
455,199
455,317
456,318
457,319
458,320
459,86
460,278
461,71
462,274
462,763
463,321
464,397
465,32
466,397
467,322
468,323
469,324
470,325
471,326
472,327
473,328
473,329
474,329
475,330
476,108
476,294
477,331
478,16
478,201
478,332
479,32
480,333
481,87
481,391
482,334
483,335
484,16
485,336
486,150
486,337
487,338
488,339
489,340
490,341
491,12
492,342
493,87
493,343
493,391
494,344
495,345
495,782
496,346
496,531
497,11
497,347
497,429
497,734
498,180
498,348
498,764
499,349
500,350
501,16
502,4
503,278
503,315
503,351
504,352
505,353
506,354
507,95
508,355
509,356
511,357
512,345
512,782
513,358
515,359
516,4
517,360
518,15
519,254
519,361
520,71
521,362
522,33
522,60
522,208
522,213
522,243
522,280
522,363
522,758
523,16
524,364
525,46
525,365
526,366
526,730
528,280
529,76
530,367
530,487
531,194
531,368
532,186
533,12
533,144
533,233
533,308
533,369
533,451
533,488
533,528
533,580
533,762
534,86
534,370
534,377
535,2
535,371
536,341
537,372
537,459
538,354
539,233
539,373
540,219
540,374
541,375
543,274
543,763
544,376
545,86
545,377
546,144
546,161
547,378
547,722
548,379
548,380
549,15
550,380
551,95
551,381
552,382
553,144
553,161
555,274
555,763
556,383
557,45
557,384
558,385
559,274
559,386
559,429
559,734
559,763
560,41
560,397
561,11
561,387
561,531
563,388
564,389
565,125
565,390
566,391
567,392
569,393
569,531
570,394
571,395
573,396
574,397
575,398
576,46
576,365
577,399
577,501
578,400
578,501
579,401
580,402
582,8
582,403
583,354
584,404
585,339
586,144
586,405
587,95
588,406
589,407
589,764
590,2
590,408
591,409
592,84
593,410
594,411
595,412
596,413
597,414
598,275
599,415
600,416
600,501
601,417
602,7
603,199
603,418
604,419
605,352
606,420
607,16
608,421
609,243
610,116
610,422
611,108
611,294
611,423
612,424
613,425
614,180
614,185
614,298
614,426
615,75
616,86
617,397
618,397
619,71
620,427
621,256
622,428
623,429
623,734
624,397
625,430
626,431
627,432
628,433
629,434
630,44
631,7
632,7
633,435
633,730
634,436
634,793
635,194
636,1
636,552
637,397
638,87
638,391
639,437
639,618
640,438
641,195
642,201
643,87
643,391
644,439
645,440
647,441
648,401
649,442
650,443
651,444
652,12
653,445
653,552
654,60
655,446
655,573
656,2
656,447
657,86
658,448
659,397
660,449
661,2
661,447
662,277
663,397
664,450
665,451
666,397
667,452
668,301
668,453
669,345
669,782
670,217
670,454
671,455
672,86
673,456
674,44
675,457
676,458
677,459
678,460
679,16
680,224
680,461
681,12
682,86
683,46
684,97
684,233
685,443
686,462
687,278
688,181
688,463
688,764
689,219
689,464
690,465
691,466
691,618
691,664
692,4
693,467
694,16
695,468
695,636
696,32
697,469
698,33
698,470
698,575
699,11
700,471
701,116
701,472
702,473
703,55
704,114
705,474
706,345
706,782
707,2
707,475
708,219
708,476
709,477
709,793
710,478
711,60
712,479
712,639
713,254
714,480
715,481
716,482
717,483
718,483
719,484
720,485
722,144
722,297
722,486
723,487
724,380
725,110
726,488
727,489
727,605
728,487
729,86
729,377
730,282
731,144
731,161
732,144
732,490
733,443
734,380
735,491
736,492
736,531
737,493
738,12
739,345
739,782
740,494
740,674
742,224
743,495
744,308
745,100
746,496
747,497
748,331
749,144
749,490
750,397
751,397
752,397
753,46
753,498
753,533
754,499
754,597
755,500
756,501
757,2
757,502
758,84
758,503
758,734
759,504
760,339
761,172
762,201
763,505
764,98
764,506
765,507
766,508
767,487
768,509
769,290
770,510
771,116
771,422
772,511
773,55
774,194
775,2
775,512
775,674
776,98
777,1
777,552
778,513
778,575
779,126
779,130
779,664
780,514
781,515
782,71
783,516
784,517
785,518
786,519
787,520
788,521
789,522
790,523
791,524
792,7
793,525
794,86
795,397
796,526
797,527
798,528
799,397
800,97
800,233
801,529
802,201
803,530
804,531
805,329
805,378
805,532
805,722
806,533
807,397
808,397
809,126
809,534
809,664
810,254
811,535
812,44
814,144
814,536
815,537
816,144
816,538
817,539
818,540
819,541
820,542
821,44
822,543
823,261
823,544
824,46
825,71
826,255
826,545
827,290
828,334
829,85
830,546
831,547
832,548
833,60
834,44
835,549
836,85
837,12
838,46
839,467
840,550
841,551
842,397
843,552
844,553
845,554
846,254
847,108
847,294
848,555
848,763
849,16
850,148
851,16
