315,"Bright Lights, Big City",2004,Off-Broadway,Paul Scott Goodman,Goodman,Goodman,,
316,Bright Lights of 1944,1943,Broadway revue,Jerry Livingston,Mack David,Norman Anthony and Charles Sherman,,https://en.wikipedia.org/wiki/Bright_Lights_of_1944
317,Bandanna Land,1908,Broadway,Will Marion Cook,Jesse A. Shipp and Alex Rogers,Shipp and Rogers,,
318,Bright Star,2016,Broadway,Edie Brickell and Steve Martin,Edie Brickell,Steve Martin,,https://en.wikipedia.org/wiki/Bright_Star_(musical)
319,"Bring in 'da Noise, Bring in 'da Funk",1996,Broadway revue,"Daryl Waters, Zane Mark and Ann Duquesnay","Reg E. Gaines, George C. Wolfe and Duquesnay",Gaines,,
320,Bring It On: The Musical,2012,Broadway,Lin-Manuel Miranda and Tom Kitt,Amanda Green and Miranda,Jeff Whitty,Based on the 2000 film.,https://en.wikipedia.org/wiki/Bring_It_On:_The_Musical
321,Bring on the Girls,1945,Musical film,Robert E. Dolan,Dolan,"Karl Tunberg, Darrell Ware and Pierre Wolff",,
322,Bring Your Smile Along,1955,Musical film,Paul Mason Howard,Howard,Blake Edwards and Richard Quine,,https://en.wikipedia.org/wiki/Bring_Your_Smile_Along
323,Britannia of Billingsgate,1933,Musical film,Various artists,Various artists,Christine Jope-Slade and Sewell Stokes,,https://en.wikipedia.org/wiki/Britannia_of_Billingsgate
324,Broadway Gondolier,1935,Musical film,Heinz Roemheld,Roemheld,"Sig Herzig, Yip Harburg and Hanns Kräly",,https://en.wikipedia.org/wiki/Broadway_Gondolier
325,Broadway Hostess,1935,Musical film,Ray Heindorf and Heinz Roemheld,Heindorf and Roemheld,George Bricker,,
326,The Broadway Melody,1929,Musical film,"Nacio Herb Brown, George M. Cohan and Willard Robison","Brown, Cohan and Robison","Edmund Goulding, Norman Houston and James Gleason",,https://en.wikipedia.org/wiki/The_Broadway_Melody
327,Broadway Melody of 1936,1935,Musical film,Nacio Herb Brown,Brown,"Harry W. Conn, Moss Hart, Jack McGowan and Sid Silvers",,https://en.wikipedia.org/wiki/Broadway_Melody_of_1936
328,Broadway Melody of 1938,1937,Musical film,Nacio Herb Brown,Arthur Freed,Jack McGowan,,https://en.wikipedia.org/wiki/Broadway_Melody_of_1938
329,Broadway Melody of 1940,1940,Musical film,"Cole Porter, Roger Edens and Walter Ruick","Porter, Edens and Ruick",Jack McGowan and Dore Schary,,https://en.wikipedia.org/wiki/Broadway_Melody_of_1940
330,Broadway Through a Keyhole,1933,Musical film,Alfred Newman,Newman,C. Graham Baker and Gene Towne,,https://en.wikipedia.org/wiki/Broadway_Through_a_Keyhole
331,Brooklyn,2004,Broadway,Mark Schoenfeld and Barri McPherson,Schoenfeld and McPherson,Schoenfeld and McPherson,,https://en.wikipedia.org/wiki/Brooklyn_(musical)
332,A Broken Idol,1909,Broadway,Egbert Van Alstyne,Harry Williams,Hal Stephens,,
333,Bronx Bombers,2014,Broadway,Lindsay Jones,Eric Simonson,Simonson,,
334,Bubbling Brown Sugar,1976,Broadway revue,Various artists,Various artists,Loften Mitchell,,https://en.wikipedia.org/wiki/Bubbling_Brown_Sugar
335,The Bubbly Black Girl Sheds Her Chameleon Skin,2000,Off-Broadway,Kirsten Childs,Kirsten Childs,Kirsten Childs,,
336,Buck Benny Rides Again,1940,Musical film,Victor Young,Young,"Arthur Stinger, Edmund Beloin and William Morrow",,https://en.wikipedia.org/wiki/Buck_Benny_Rides_Again
337,Buck Privates,1941,Musical film,Charles Previn,Previn,Arthur T. Horman,,https://en.wikipedia.org/wiki/Buck_Privates
338,Buddies,1919,Broadway,B. C. Hilliam,Hilliam,George V. Hobart,,https://en.wikipedia.org/wiki/Buddies_(play)
339,BuddyThe Buddy Holly Story,1989,West End Jukebox musical,Various artists,Various artists,N/A,,https://en.wikipedia.org/wiki/Buddy_%E2%80%93_The_Buddy_Holly_Story
340,Bugs Bunny on Broadway,1990,Broadway,Carl Stalling and Milt Franklyn,Stalling and Franklyn,George Daugherty,Based on the TV series Looney Tunes.,https://en.wikipedia.org/wiki/Bugs_Bunny_on_Broadway
341,Bugsy Malone,1976,"Musical film
West End",Paul Williams,Williams,Alan Parker,"Notable songs: ""Fat Sam's Grand Slam"" and ""So You Wanna Be a Boxer?"".",https://en.wikipedia.org/wiki/Bugsy_Malone
342,Bullets Over Broadway,2014,Broadway revue,Various artists,Various artists,Woody Allen,Based on the film of the same name.,https://en.wikipedia.org/wiki/Bullets_Over_Broadway
343,Bundle of Joy,1956,Musical film,,,"Robert Carson, Norman Krasna, Arthur Sheekman and Felix Jackson",,https://en.wikipedia.org/wiki/Bundle_of_Joy
344,Bus Stop,1956,Musical film,"Ken Darby, Cyril J. Mockridge, Alfred Newman and Lionel Newman","Darby, Mockridge, Newman and Newman",George Axelrod and William Inge,,https://en.wikipedia.org/wiki/Bus_Stop_(1956_film)
345,By Jeeves,1975,West End,Andrew Lloyd Webber,Alan Ayckbourn,Lloyd Webber and Ayckbourn,,https://en.wikipedia.org/wiki/By_Jeeves
346,By Jupiter,1942,Broadway,Richard Rodgers,Lorenz Hart,Rodgers and Hart,Based on The Warrior's Husband by Julian F. Thompson.,https://en.wikipedia.org/wiki/By_Jupiter
347,By the Beautiful Sea,1954,Broadway,Arthur Schwartz,Dorothy Fields,Herbert Fields and Fields,,https://en.wikipedia.org/wiki/By_the_Beautiful_Sea_(musical)
348,By the Light of the Silvery Moon,1953,Musical film,Gus Edwards and Max Steiner,Edwards and Steiner,Booth Tarkington,,https://en.wikipedia.org/wiki/By_the_Light_of_the_Silvery_Moon_(film)
349,By the Way,1925,Off-Broadway revue,Vivian Ellis,Graham John,N/A,,
350,Bye Bye Birdie,1960,Broadway,Charles Strouse,Lee Adams,Michael Stewart,"Notable songs: ""A Lot of Livin' to Do"", ""Kids"" and ""Put On a Happy Face"".",https://en.wikipedia.org/wiki/Bye_Bye_Birdie
351,Cab Calloway's Hi-De-Ho,1933,Musical film,Cab Calloway,Calloway,Milton Hockey and Fred Rath,,https://en.wikipedia.org/wiki/Cab_Calloway%27s_Hi-De-Ho
352,Cabalgata,1949,Broadway revue,Ramon Bastida,Bastida,N/A,,
353,"Cabaret

+ film (1972)

",1966,Broadway,John Kander,Fred Ebb,Joe Masteroff,"Notable songs: ""Cabaret"", ""Maybe This Time"" and ""Willkommen"".",https://en.wikipedia.org/wiki/Cabaret_(musical)
354,"Cabin in the Sky

+ film (1943)

",1940,Broadway,Vernon Duke,John La Touche,Lynn Root,,https://en.wikipedia.org/wiki/Cabin_in_the_Sky_(musical)
355,The Caddy,1953,Musical film,Joseph J. Lilley,Lilley,Danny Arnold and Edmund Hartmann,,https://en.wikipedia.org/wiki/The_Caddy
356,La Cage aux Folles,1983,Broadway,Jerry Herman,Herman,Harvey Fierstein,"Notable song: ""I Am What I Am"".",https://en.wikipedia.org/wiki/La_Cage_aux_Folles_(musical)
357,Calamity Jane,1953,Musical film,Sammy Fain,Paul Francis Webster,James O'Hanlon,"Notable song: ""Secret Love"".",https://en.wikipedia.org/wiki/Calamity_Jane_(film)
358,"Call Me Madam

+ film (1953)

",1950,Broadway,Irving Berlin,Berlin,Howard Lindsay and Russel Crouse,Star vehicle for Ethel Merman.,https://en.wikipedia.org/wiki/Call_Me_Madam
359,Call Me Mister,1946,Broadway revue,Harold Rome,Rome,N/A,,https://en.wikipedia.org/wiki/Call_Me_Mister
360,Call of the Flesh,1930,Musical film,William Axt,Axt,John Colton and Dorothy Farnum,,https://en.wikipedia.org/wiki/Call_of_the_Flesh
361,Calypso Heat Wave,1957,Musical film,Arthur Morton,Morton,David Chandler,,
362,"Camelot

+ film (1967)

",1960,Broadway,Frederick Loewe,Alan Jay Lerner,Lerner,"Notable songs: ""Camelot"", ""If Ever I Would Leave You"", ""I Loved You Once in Silence"" and ""The Lusty Month of May"".",https://en.wikipedia.org/wiki/Camelot_(musical)
363,Camp,2003,Musical film,Various artists,Various artists,Todd Graff,,https://en.wikipedia.org/wiki/Camp_(2003_film)
364,Camp Rock,2008,Musical film,David Kitay,David Kitay,Various,,https://en.wikipedia.org/wiki/Camp_Rock
365,Camp Rock 2: The Final Jam,2010,Musical film,Christopher Lennertz,Christopher Lennertz,Various,,https://en.wikipedia.org/wiki/Camp_Rock_2:_The_Final_Jam
366,"Can-Can

+ film (1960)

",1953,Broadway,Cole Porter,Porter,Abe Burrows,"Notable song: ""I Am in Love"".",https://en.wikipedia.org/wiki/Can-Can_(musical)
367,Candide,1956,Broadway,Leonard Bernstein,Richard Wilbur,Lillian Hellman,"Notable song: ""Glitter and Be Gay"".",https://en.wikipedia.org/wiki/Candide_(operetta)
368,The Candy Shop,1909,Broadway,John L. Golden,Golden,George V. Hobart,,
369,Cannibal! The Musical,1993,Musical film,Trey Parker and Rich Sanders,Parker and Sanders,Parker,Originally known as Alferd Packer: The Musical.,https://en.wikipedia.org/wiki/Cannibal!_The_Musical
370,Can't Help Singing,1944,Musical film,Jerome Kern,E. Y. Harburg,Lewis R. Foster and Frank Ryan,,https://en.wikipedia.org/wiki/Can%27t_Help_Singing
371,Canticle of the Plains,1997,Concept album,"Rich Mullins, Mitch McVicker and Beaker","Mullins, McVicker and Beaker",N/A,,
372,Canterbury Tales,1968,West End,John Hawkins and Richard Hill,Nevill Coghill,Martin Starkie and Coghill,,https://en.wikipedia.org/wiki/Canterbury_Tales_(musical)
373,Can't Stop the Music,1980,Musical film,Various artists,Various artists,Allan Carr and Bronte Woodard,"Starred the Village People, Steve Guttenberg, Valerie Perrine and Caitlyn Jenner (credited as Bruce Jenner).[a]",https://en.wikipedia.org/wiki/Can%27t_Stop_the_Music
374,The Capeman,1998,Broadway,Paul Simon,Simon and Derek Walcott,Simon and Walcott,,https://en.wikipedia.org/wiki/The_Capeman
375,Le capitaine Craddock,1931,Musical film,Werner R. Heymann,Heymann,Hans Müller,,https://en.wikipedia.org/wiki/Le_capitaine_Craddock
376,El Capitan,1896,Broadway,John Philip Sousa,Charles Klein and Tom Frost,Klein,,https://en.wikipedia.org/wiki/El_Capitan_(operetta)
377,Captain January,1936,Musical film,Lew Pollack,Pollack,"Sam Hellman, Gladys Lehman and Harry Tugend",,https://en.wikipedia.org/wiki/Captain_January_(1936_film)
378,Captain Jinks,1925,Broadway,Lewis E. Gensler and Stephen Jones,B.G. DeSylva and Laurence Schwab,Frank Mandel,,
379,Captain Louie,1988,Off-Broadway,Stephen Schwartz,Schwartz,Anthony Stein,,https://en.wikipedia.org/wiki/Captain_Louie
380,Captain of the Guard,1930,Musical film,Charles Wakefield Cadman,Cadman,Houston Branch,,
381,The Card,1973,West End,Tony Hatch and Jackie Trent,Hatch and Trent,Keith Waterhouse and Willis Hall,,https://en.wikipedia.org/wiki/The_Card_(musical)
382,Carefree,1938,Musical film,Irving Berlin,Berlin,Allan Scott and Ernest Pagano,Starred Fred Astaire and Ginger Rogers.,https://en.wikipedia.org/wiki/Carefree_(film)
383,Carib Song,1945,Broadway,Baldwin Bergersen,William Archibald,Archibald,,
384,Carmelina,1979,Broadway,Burton Lane,Alan Jay Lerner,Joseph Stein and Lerner,,https://en.wikipedia.org/wiki/Carmelina
385,Carmen,2007,Czech musical,Frank Wildhorn,Jack Murphy,Norman Allen,,
386,Carmen Cubana,2006,Austrian musical,Martin Gellner and Werner Stranka,"Kim Duddy, Gellner and Stranka",Duddy,,https://en.wikipedia.org/wiki/Carmen_Cubana
387,Carmen Jones,1943,Broadway,Georges Bizet,Oscar Hammerstein II,Hammerstein II,Featured the music from the opera Carmen.,https://en.wikipedia.org/wiki/Carmen_Jones
388,Carnival!,1961,Broadway,Bob Merrill,Merrill,Michael Stewart,"Notable song: ""Love Makes the World Go 'Round"".",https://en.wikipedia.org/wiki/Carnival!
389,Carnival in Flanders,1953,Broadway,Jimmy Van Heusen,Johnny Burke,Preston Sturges,"Notable song: ""Here's That Rainy Day"".",https://en.wikipedia.org/wiki/Carnival_in_Flanders_(musical)
390,Carolina Blues,1944,Musical film,George Duning,Duning,Joseph Hoffman and Al Martin,,
391,"Caroline, or Change",2004,Broadway,Jeanine Tesori,Tony Kushner,Kushner,,https://en.wikipedia.org/wiki/Caroline_or_Change
392,"Carousel

+ film (1956)

",1945,Broadway,Richard Rodgers,Oscar Hammerstein II,Hammerstein II,"Notable songs: ""Soliloquy"", ""You'll Never Walk Alone"" and ""If I Loved You"".",https://en.wikipedia.org/wiki/Carousel_(musical)
393,Carrie,1988,Broadway,Michael Gore,Dean Pitchford,Lawrence D. Cohen,,https://en.wikipedia.org/wiki/Carrie_(musical)
394,Casbah,1948,Musical film,Harold Arlen,Leo Robin,Leslie Bush-Fekete,,https://en.wikipedia.org/wiki/Casbah_(film)
395,The Casino Girl,1900,Broadway,Various artists,Various artists,Harry B. Smith,,
396,Castles in the Air,1926,Broadway,Percy Wenrich,Raymond W. Peck,Peck,,https://en.wikipedia.org/wiki/Castles_in_the_Air
397,The Cat and the Fiddle,1931,Broadway,Jerome Kern,Otto Harbach,Harbach,,https://en.wikipedia.org/wiki/The_Cat_and_the_Fiddle_(musical)
398,The Catch of the Season,1904,West End,Herbert Haines and Evelyn Baker,Charles H. Taylor,Seymour Hicks and Cosmo Hamilton,,https://en.wikipedia.org/wiki/The_Catch_of_the_Season
399,Catch Me If You Can,2009,Broadway,Marc Shaiman,Scott Wittman and Shaiman,Terrence McNally,"Notable songs: ""Live in Living Color"", and ""Jet Set"".",https://en.wikipedia.org/wiki/Catch_Me_If_You_Can_(musical)
400,Catch My Soul,1970,West End,Ray Pohlman and Emil Dean Zoghby,Jack Good,William Shakespeare,,
401,A Catered Affair,2008,Broadway,John Bucchino,Bucchino,Harvey Fierstein,,https://en.wikipedia.org/wiki/A_Catered_Affair
402,"Cats

+ film (1998)

",1981,"West End
Broadway",Andrew Lloyd Webber,T. S. Eliot,Trevor Nunn,"Notable songs: ""Memory"", ""Mr. Mistoffelees"" and ""Macavity: The Mystery Cat"".",https://en.wikipedia.org/wiki/Cats_(musical)
403,Cats Don't Dance,1997,Musical Animated film,Randy Newman,Newman,"Roberts Gannaway, Cliff Ruby and Elana Lesser",,https://en.wikipedia.org/wiki/Cats_Don%27t_Dance
404,Celebration,1969,Broadway,Harvey Schmidt,Tom Jones,Jones,,https://en.wikipedia.org/wiki/Celebration_(musical)
405,Centennial Summer,1946,Musical film,Jerome Kern,Oscar Hammerstein II,Michael Kanin,,https://en.wikipedia.org/wiki/Centennial_Summer
406,The Century Girl,1916,Broadway revue,Victor Herbert and Irving Berlin,Berlin and Henry Blossom,N/A,,
407,Champagne Charlie,1944,Musical film,Billy Mayerl,Lord Berners,"John Dighton, Angus MacPhail and Austin Melford","Notable song: ""Champagne Charlie"".",https://en.wikipedia.org/wiki/Champagne_Charlie_(musical)
408,Charlie and the Chocolate Factory,2013,West End,Marc Shaiman and Scott Wittman,Shaiman and Wittman,David Greig,,https://en.wikipedia.org/wiki/Charlie_and_the_Chocolate_Factory_(musical)
409,Charlie Girl,1965,West End,David Heneker and John Taylor,Heneker and Taylor,"Hugh Williams, Margaret Vyner and Ray Cooney",,https://en.wikipedia.org/wiki/Charlie_Girl
410,Charlotte's Web,1973,Musical Animated film,Robert B. Sherman and Richard M. Sherman,Sherman and Sherman,Earl Hamner Jr.,,https://en.wikipedia.org/wiki/Charlotte%27s_Web_(1973_film)
411,Charlotte Sweet,1982,Off-Broadway,Gerald Jay Markoe,Michael Colby,Colby,,https://en.wikipedia.org/wiki/Charlotte_Sweet
412,Chasing Rainbows,1930,Musical film,Milton Ager,Jack Yellen,Al Boasberg and Robert E. Hopkins,"Notable song: ""Happy Days Are Here Again"".",https://en.wikipedia.org/wiki/Chasing_Rainbows_(1930_film)
413,Chee-Chee,1928,Broadway,Richard Rodgers,Lorenz Hart,Lew M. Fields,,
414,The Cheetah Girls,2003,Musical film,John Van Tongeren and Mark Mothersbaugh,,N/A,"Notable songs: ""Cinderella"", ""Girl Power"" and ""Cheetah Sisters"".",https://en.wikipedia.org/wiki/The_Cheetah_Girls_(film)
415,The Cheetah Girls 2,2006,Musical film,,,N/A,"Notable songs: ""The Party's Just Begun"", ""Strut"", ""Step Up"" and ""Amigas Cheetahs"".",https://en.wikipedia.org/wiki/The_Cheetah_Girls_2
416,The Cheetah Girls: One World,2008,Musical film,David Nessim Lawrence,,N/A,"Notable songs: ""Cheetah Love"" and ""One World"".",https://en.wikipedia.org/wiki/The_Cheetah_Girls:_One_World
417,Chess,1986,"West End
Broadway",Benny Andersson and Björn Ulvaeus,Tim Rice and Ulvaeus,Richard Nelson,"Notable songs: ""One Night in Bangkok"" and ""I Know Him So Well"".",https://en.wikipedia.org/wiki/Chess_(musical)
418,"Chicago

+ film (2002)

",1975,Broadway,John Kander,Fred Ebb,Ebb and Bob Fosse,"Notable songs: ""All That Jazz"", ""Cell Block Tango"", ""Mr. Cellophane"" and ""We Both Reached for the Gun"".",https://en.wikipedia.org/wiki/Chicago_(musical)
419,Children of Eden,1991,West End,Stephen Schwartz,Schwartz,John Caird,"Notable song: ""The Spark of Creation"".",https://en.wikipedia.org/wiki/Children_of_Eden
420,Children in the Playground,2001,Soon to Tour,Benjamin D. Smith,Smith,Smith,"Based on book written by Benjamin D. Smith about the aftermath of September 11, 2001",
421,Children's Letters to God,2004,Off-Broadway,David Evans,Douglas J. Cohen,Stoo Hample,,https://en.wikipedia.org/wiki/Children%27s_Letters_to_God
422,Chin-Chin,1914,Broadway,Ivan Caryll,Anne Caldwell and James O'Dea,Caldwell and R. H. Burnside,,
423,A Chinese Honeymoon,1899,West End,Howard Talbot and Ivan Caryll,Harry Greenbank,George Dance,,https://en.wikipedia.org/wiki/A_Chinese_Honeymoon
424,"Chitty Chitty Bang Bang

+ film (1968)

",2004,"West End
Broadway",Richard M. Sherman and Robert B. Sherman,Sherman and Sherman,Jeremy Sams,Based on the film of the same name.,https://en.wikipedia.org/wiki/Chitty_Chitty_Bang_Bang_(musical)
425,The Chocolate Dandies,1924,Broadway,Eubie Blake,Noble Sissle,Sissle and Lew Payton,,
426,The Chocolate Soldier,1908,German musical,Oscar Straus,Stanislaus Stange,Rudolf Bernauer and Leopold Jacobson (de),,https://en.wikipedia.org/wiki/The_Chocolate_Soldier
427,"A Chorus Line

+ film (1985)

",1975,Broadway,Marvin Hamlisch,Edward Kleban,James Kirkwood Jr. and Nicholas Dante,"Notable songs: ""What I Did for Love"" and ""One"".",https://en.wikipedia.org/wiki/A_Chorus_Line
428,Chris and the Wonderful Lamp,1900,Broadway,John Philip Sousa,Glen MacDonough,MacDonough,,https://en.wikipedia.org/wiki/Chris_and_the_Wonderful_Lamp
429,Christine,1960,Broadway,Sammy Fain,Paul Francis Webster,"Pearl S. Buck and Charles K. Peck, Jr.",,
430,"A Christmas Carol

+ film (2004)

",1995,Off-Broadway,Alan Menken,Lynn Ahrens,Mike Ockrent and Ahrens,,https://en.wikipedia.org/wiki/A_Christmas_Carol_(musical)
431,The Christmas Schooner,1995,Off-Off-Broadway,Julie Shannon,Shannon,John Reeger,,https://en.wikipedia.org/wiki/The_Christmas_Schooner
432,Chronicle of a Death Foretold,1995,Broadway,Bob Telson,"Graciela Daniele, Jim Lewis and Michael John LaChiusa","Daniele, Lewis and LaChiusa",,https://en.wikipedia.org/wiki/Chronicle_of_a_Death_Foretold_(musical)
433,"Chu Chin Chow

+ film (1934)

",1916,West End,Frederic Norton,Norton,Oscar Asche,,https://en.wikipedia.org/wiki/Chu_Chin_Chow
434,Church Basement Ladies,2005,Off-Off-Broadway,Drew Jansen,Jansen,Jim Stowell and Jessica Zuehlke,,https://en.wikipedia.org/wiki/Church_Basement_Ladies
435,Cinderella,1950,Musical Animated film,"Mack David, Al Hoffman and Jerry Livingston","David, Hoffman and Livingston",Various writers,"Notable songs: ""A Dream Is a Wish Your Heart Makes"" and ""Bibbidi-Bobbidi-Boo"".",https://en.wikipedia.org/wiki/Cinderella_(1950_film)
436,"Cinderella

+ film (1957)
+ film (1997)

",2013,Broadway,Richard Rodgers,Oscar Hammerstein II,Hammerstein II and Douglas Carter Beane,"Based on the original 1957 television special. Notable songs: ""In My Own Little Corner"" and ""Ten Minutes Ago"".",https://en.wikipedia.org/wiki/Cinderella_(2013_Broadway_production)
437,Cindy,1964,Off-Broadway,Johnny Brandon,Brandon,Joe Sauter and Mike Sawyer,,https://en.wikipedia.org/wiki/Cindy_(musical)
438,Cindy: Cendrillon 2002,2002,French musical,Romano Musumarra,Musumarra,Luc Plamondon,,
439,The Cingalee,1904,West End,Lionel Monckton and Paul Rubens,Adrian Ross and Percy Greenbank,James T. Tanner,,https://en.wikipedia.org/wiki/The_Cingalee
440,City of Angels,1989,Broadway,Cy Coleman,David Zippel,Larry Gelbart,"Notable songs: ""You're Nothing Without Me"" and ""Funny"".",https://en.wikipedia.org/wiki/City_of_Angels_(musical)
441,The Civil War,1999,Broadway,Frank Wildhorn,Jack Murphy,Gregory Boyd and Wildhorn,"Notable song: ""Tell My Father"".",https://en.wikipedia.org/wiki/The_Civil_War_(musical)
442,Clambake,1967,Musical film,Various artists,Various artists,Arthur Browne Jr.,,https://en.wikipedia.org/wiki/Clambake
443,A Class Act,2001,Broadway,Edward Kleban,Kleban,Linda Kline and Lonny Price,,https://en.wikipedia.org/wiki/A_Class_Act
444,Cleavage,1982,Broadway revue,Buddy Sheffield,Sheffield,Sheffield and David Sheffield,,
445,Close Harmony,1929,Musical film,Richard A. Whiting,Leo Robin,Elsie Janis and Gene Markey,,https://en.wikipedia.org/wiki/Close_Harmony_(1929_film)
446,Closer Than Ever,1989,Off-Broadway revue,David Shire,Richard Maltby Jr.,N/A,,https://en.wikipedia.org/wiki/Closer_Than_Ever
447,Closer to Heaven,2001,West End,Pet Shop Boys,Pet Shop Boys,Jonathan Harvey,,https://en.wikipedia.org/wiki/Closer_to_Heaven
448,Clue,1997,Off-Broadway,"Galen Blum, Wayne Barker and Vinnie Martucci",Tom Chiodo,Peter DePietro,,https://en.wikipedia.org/wiki/Clue_(musical)
449,Coco,1969,Broadway,André Previn,Alan Jay Lerner,Lerner,Star vehicle for Katharine Hepburn.,https://en.wikipedia.org/wiki/Coco_(musical)
450,The Cocoanut Grove,1938,Musical film,John Leipold,Leo Shuken,Sy Bartlett and Olive Cooper,,
451,"The Cocoanuts

+ film (1929)

",1925,Broadway,Irving Berlin,Berlin,George S. Kaufman,,https://en.wikipedia.org/wiki/The_Cocoanuts_(musical)
452,Colleen,1936,Musical film,Harry Warren,Al Dubin,Robert Lord,,https://en.wikipedia.org/wiki/Colleen_(film)
453,College Humor,1933,Musical film,Arthur Johnston,Sam Coslow,Claude Binyon and Frank Butler,,https://en.wikipedia.org/wiki/College_Humor_(film)
454,Colma: The Musical,2007,Musical film,H.P. Mendoza,Mendoza,Mendoza,,https://en.wikipedia.org/wiki/Colma:_The_Musical
455,The Color Purple,2005,Broadway,"Brenda Russell, Allee Willis and Stephen Bray","Russell, Willis and Bray",Marsha Norman,"Notable song: ""I'm Here"".",https://en.wikipedia.org/wiki/The_Color_Purple_(musical)
456,Come from Away,2017,Broadway,Irene Sankoff and David Hein,Sankoff and Hein,Sankoff and Hein,,https://en.wikipedia.org/wiki/Come_from_Away
457,Come Summer,1969,Broadway,David Baker,Will Holt,Holt,,https://en.wikipedia.org/wiki/Come_Summer
458,Comin' Round the Mountain,1951,Musical film,Joseph Gershenson,Gershenson,Robert Lees and Frederic Riedel,,https://en.wikipedia.org/wiki/Comin%27_Round_the_Mountain
459,Company,1970,Broadway,Stephen Sondheim,Sondheim,George Furth,"Notable songs: ""The Ladies Who Lunch"" and ""Being Alive"".",https://en.wikipedia.org/wiki/Company_(musical)
460,Coney Island,1943,Musical film,Ralph Rainger,Leo Robin,George Seaton,,https://en.wikipedia.org/wiki/Coney_Island_(1943_film)
461,A Connecticut Yankee,1927,Broadway,Richard Rodgers,Lorenz Hart,Herbert Fields,"Notable song: ""Thou Swell"".",https://en.wikipedia.org/wiki/A_Connecticut_Yankee_(musical)
462,A Connecticut Yankee in King Arthur's Court,1949,Musical film,Jimmy Van Heusen,Johnny Burke,Edmund Beloin,,https://en.wikipedia.org/wiki/A_Connecticut_Yankee_in_King_Arthur%27s_Court_(1949_film)
463,The Conquering Hero,1961,Broadway,Moose Charlap,Norman Gimbel,Larry Gelbart,,https://en.wikipedia.org/wiki/The_Conquering_Hero
464,Contact,2000,Broadway,Various artists,Various artists,John Weidman,,https://en.wikipedia.org/wiki/Contact_(musical)
465,Conversation Piece,1934,West End,Noël Coward,Coward,Coward,,https://en.wikipedia.org/wiki/Conversation_Piece_(musical)
466,"The Co-Optimists

+ film (1929)

",1921,West End revue,Various artists,Various artists,N/A,,https://en.wikipedia.org/wiki/The_Co-Optimists
467,Copacabana,1947,Musical film,Edward Ward,Ward,"László Vadnay, Allen Boretz and Howard Harris",,https://en.wikipedia.org/wiki/Copacabana_(1947_film)
468,Copacabana,1994,West End revue,Barry Manilow,Manilow,Manilo,,https://en.wikipedia.org/wiki/Copacabana_(musical)
469,Copper and Brass,1957,Broadway,David Baker,David Craig,Ellen Violett and Craig,,
470,Corpse Bride,2005,Musical film,Danny Elfman,John August,"August, Caroline Thompson and Pamela Pettler",,https://en.wikipedia.org/wiki/Corpse_Bride
471,Cotton Patch Gospel,1988,N/A,Harry Chapin,Chapin,Tom Key and Russell Treyz,,https://en.wikipedia.org/wiki/Cotton_Patch_Gospel
472,The Count of Luxembourg,1911,West End,Franz Lehár,Basil Hood and Adrian Ross,Hood and Ross,,https://en.wikipedia.org/wiki/The_Count_of_Luxembourg
473,The Count of Monte Cristo,2009,German musical,Jack Murphy,Frank Wildhorn,Murphy,Twelve select songs are sung in English; contains influences from the 2002 film adaptation of the book.,https://en.wikipedia.org/wiki/The_Count_of_Monte_Cristo_(musical)
474,The Count of Monte Cristo,2016,Broadway,Murphy,Wildhorn,Murphy,American premiere; directed by Marcia Milgrom Dodge.,https://en.wikipedia.org/wiki/The_Count_of_Monte_Cristo_(musical)
475,Count To Ten,2009,Off-Broadway,"Michael Blevins, Scott Knipe, Bruce Sakcs and David Wollenberger",Blevins and Beth Clary,Blevins and Clary,,
476,Countess Maritza,1924,German musical,Emmerich Kálmán,Harry B. Smith,Julius Brammer and Alfred Grünwald,,https://en.wikipedia.org/wiki/Countess_Maritza
477,The Court Jester,1956,Musical film,Sylvia Fine,Sammy Cahn,Melvin Frank and Norman Panama,,https://en.wikipedia.org/wiki/The_Court_Jester
478,Cover Girl,1944,Musical film,Jerome Kern,Ira Gershwin and E. Y. Harburg,Virginia Van Upp,,https://en.wikipedia.org/wiki/Cover_Girl_(film)
479,Cowardy Custard,1972,West End revue,Noël Coward,Coward,Coward,,https://en.wikipedia.org/wiki/Cowardy_Custard
480,Cowboy from Brooklyn,1938,Musical film,Leo F. Forbstein,Adolph Deutsch,Robert Sloane and Louis Pelletier,,https://en.wikipedia.org/wiki/Cowboy_from_Brooklyn
481,Coyote Tales,1998,Off-Broadway,Henry Mollicone,Sheldon Harnick,Harnick,,
482,The Cradle Will Rock,1938,Broadway,Marc Blitzstein,Blitzstein,Blitzstein,,https://en.wikipedia.org/wiki/The_Cradle_Will_Rock
483,Cranks,1956,Broadway revue,John Addison,John Cranko,N/A,,
484,Crazy for You,1992,Broadway,George Gershwin,Ira Gershwin,Ken Ludwig,A revised version of Girl Crazy,https://en.wikipedia.org/wiki/Crazy_for_You_(musical)
485,"Cry-Baby

+ film (1990)

",2007,Broadway,Adam Schlesinger,David Javerbaum,Mark O'Donnell and Thomas Meehan,Based on the 1990 film of the same name.,https://en.wikipedia.org/wiki/Cry-Baby_(musical)
486,Cry for Us All,1970,Broadway,Mitch Leigh,William Alfred and Phyllis Robinson,Alfred and Albert Marre,,https://en.wikipedia.org/wiki/Cry_for_Us_All
