754,High Spirits,1964,Broadway,Hugh Martin and Timothy Gray,Martin and Gray,Martin and Gray,,https://en.wikipedia.org/wiki/High_Spirits_(musical)
755,The Hobbit,1977,Television musical,Maury Laws,Jules Bass,Romeo Muller,,https://en.wikipedia.org/wiki/The_Hobbit_(1977_film)
756,The Hoboken Chicken Emergency,1988,Off-Off-Broadway,Chad Henry,Henry,Daniel Pinkwater,,
757,Hold Everything!,1928,Broadway,Ray Henderson,Lew Brown and B. G. De Sylva,De Sylva and John McGowan,,https://en.wikipedia.org/wiki/Hold_Everything!
758,"Holiday Inn

+ film (1942)

",2014,Broadway,Irving Berlin,Irving Berlin,Gordon Greenberg and Chad Hodge,,https://en.wikipedia.org/wiki/Holiday_Inn_(musical)
759,Holy Musical B@man!,2012,Off-Off-Broadway,Nick Gage and Scott Lamps,Gage and Lamps,Matt Lang and Nick Lang,,https://en.wikipedia.org/wiki/Holy_Musical_B@man!
760,Home Fires,2014,British Musical,Paul Flynn,Paul Flynn,Paul Flynn,,
761,Honk!,1993,Off-West End,George Stiles,Anthony Drewe,Drewe,,https://en.wikipedia.org/wiki/Honk!
762,Hooray for What!,1937,Broadway,Harold Arlen,E. Y. Harburg,Howard Lindsay and Russel Crouse,,https://en.wikipedia.org/wiki/Hooray_for_What!
763,The Hot Mikado,1939,Broadway,Arthur Sullivan,W. S. Gilbert,Mike Todd,Based on Gilbert and Sullivan's The Mikado.,https://en.wikipedia.org/wiki/The_Hot_Mikado_(1939_production)
764,House of Flowers,1954,Broadway,Harold Arlen,Truman Capote and Arlen,Capote,,https://en.wikipedia.org/wiki/House_of_Flowers_(musical)
765,"How Now, Dow Jones",1967,Broadway,Elmer Bernstein,Carolyn Leigh,Max Shulman,,https://en.wikipedia.org/wiki/How_Now _Dow_Jones
766,How to Eat Like a Child,1981,Television musical,John Forster,Forster,Judith Kahan,,https://en.wikipedia.org/wiki/How_to_Eat_Like_a_Child
767,How to Succeed in Business Without Really Trying,1961,Broadway,Frank Loesser,Loesser,"Abe Burrows, Jack Weinstock and Willie Gilbert","Notable songs: ""I Believe in You"" and ""Brotherhood of Man"".",https://en.wikipedia.org/wiki/How_to_Succeed_in_Business_Without_Really_Trying_(musical)
768,Hoy No Me Puedo Levantar,2004,Spanish musical,Nacho Cano and José María Cano,Cano and Cano,David Serrano,,https://en.wikipedia.org/wiki/Hoy_No_Me_Puedo_Levantar
769,The Adventures of Huckleberry Finn,1974,Musical film,Richard M. Sherman and Robert B. Sherman,Sherman and Sherman,Sherman and Sherman,Based on Mark Twain's The Adventures of Huckleberry Finn.,https://en.wikipedia.org/wiki/Huckleberry_Finn_(1974_film)
770,The Human Comedy,1984,Broadway,Galt MacDermot,William Dumaresq,Dumaresq,,https://en.wikipedia.org/wiki/The_Human_Comedy_(musical)
771,The Hunchback of Notre Dame,1996,Musical Animated film,Alan Menken,Stephen Schwartz,"Tab Murphy, Irene Mecchi, Bob Tzudiker, Noni White, and Jonathan Roberts",Based on The Hunchback of Notre Dame by Victor Hugo,https://en.wikipedia.org/wiki/The_Hunchback_of_Notre_Dame_(1996_film)
772,The Hunting of the Snark,1991,West End,Mike Batt,Batt,Batt,Based on Lewis Carroll's poem The Hunting of the Snark Notable song: The Snooker Song (Used as theme music for the TV show Big Break).,https://en.wikipedia.org/wiki/The_Hunting_of_the_Snark_(musical)
773,I and Albert,1972,West End,Charles Strouse,Lee Adams,Jay Presson Allen,,https://en.wikipedia.org/wiki/I_and_Albert
774,I Can Get It for You Wholesale,1962,Broadway,Harold Rome,Rome,Jerome Weidman,,https://en.wikipedia.org/wiki/I_Can_Get_It_for_You_Wholesale
775,I Can't Sing! The X Factor Musical,2014,West End,Steve Brown,"Brown, Harry Hill",Hill,,https://en.wikipedia.org/wiki/I_Can%27t_Sing!_The_X_Factor_Musical
776,I Could Go on Singing,1963,Musical film,Harold Arlen,Arlen,Robert Dozier,,
777,I Do! I Do!,1966,Broadway,Harvey Schmidt,Tom Jones,Jones,,https://en.wikipedia.org/wiki/I_Do!_I_Do!
778,I Don't <3 u no More,2010,Off-Broadway,Frank Grullon and Cathy Thomas,Daren Taylor,Taylor,,
779,I Love My Wife,1977,Broadway,Cy Coleman,Michael Stewart,Stewart,,https://en.wikipedia.org/wiki/I_Love_My_Wife
780,I Love You Because,2006,Off-Broadway,Joshua Salzman,Ryan Cunningham,Cunningham,,https://en.wikipedia.org/wiki/I_Love_You_Because
781,"I Love You, You're Perfect, Now Change",1996,Off-Broadway,Jimmy Roberts,Joe DiPietro,DiPietro,,https://en.wikipedia.org/wiki/I_Love_You _You%27re_Perfect _Now_Change
782,I Married an Angel,1938,Broadway,Richard Rodgers,Lorenz Hart,Rodgers and Hart,,https://en.wikipedia.org/wiki/I_Married_an_Angel
783,Idol: The Musical,2007,Off-Broadway,Jon Balcourt,Balcourt,Todd Ellis,Based on the popular TV show American Idol.,https://en.wikipedia.org/wiki/Idol:_The_Musical
784,If/Then,2014,Broadway,Tom Kitt,Brian Yorkey,Yorkey,,https://en.wikipedia.org/wiki/If/Then
785,Illya Darling,1967,Broadway,Manos Hadjidakis,Joe Darion,Jules Dassin,,https://en.wikipedia.org/wiki/Illya_Darling
786,Imagine Tap!,2006,Off-Broadway revue,Zane Mark,Crystal Joy,N/A,,https://en.wikipedia.org/wiki/Imagine_Tap
787,Imagine This,2008,West End,Shuki Levy,David Goldsmith,Glenn Berenbeim,,https://en.wikipedia.org/wiki/Imagine_This
788,The Immigrant,2004,Off-Broadway,Steven M. Alper,Sarah Knapp,Mark Harelik,"Based on Harelik's play, The Immigrant.",https://en.wikipedia.org/wiki/The_Immigrant_(musical)
789,In Dahomey,1903,Broadway,Will Marion Cook,Paul Laurence Dunbar,Jesse A. Shipp,,https://en.wikipedia.org/wiki/In_Dahomey
790,In the Heights,2008,Broadway,Lin-Manuel Miranda,Miranda,Quiara Alegría Hudes,,https://en.wikipedia.org/wiki/In_the_Heights
791,In Transit,2016,Broadway,"Kristen Anderson-Lopez James-Allen Ford, Russ Kaplan, and Sara Wordsworth","Anderson-Lopez, Ford, Kaplan, Wordsworth","Anderson-Lopez, Ford, Kaplan, Wordsworth",This is an a cappella musical,https://en.wikipedia.org/wiki/In_Transit_(musical)
792,In Trousers,1979,Off-Broadway,William Finn,Finn,Finn,,https://en.wikipedia.org/wiki/In_Trousers
793,Infertility: The Musical That's Hard to Conceive,2007,Off-Broadway,Chris Neuner,Neuner,Neuner,,
794,"Into the Woods

+ film (2014)

",1987,Broadway,Stephen Sondheim,Sondheim,James Lapine,"Notable songs: ""No One is Alone"" and ""Children Will Listen"".",https://en.wikipedia.org/wiki/Into_the_Woods
795,Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,2003,Animated musical film,Various artists,Various artists,"Thomas Bangalter, Guy-Manuel de Homem-Christo, Cédric Hervet and Leiji Matsumoto",,https://en.wikipedia.org/wiki/Interstella_5555:_The_5tory_of_the_5ecret_5tar_5ystem
796,Irene,1919,Broadway,Harry Tierney,Joseph McCarthy,James Montgomery and Joseph Stein,,https://en.wikipedia.org/wiki/Irene_(musical)
797,Irma La Douce,1956,French musical,Marguerite Monnot,Alexandre Breffort,Breffort,,https://en.wikipedia.org/wiki/Irma_La_Douce_(musical)
798,Is there life after high school?,1982,Broadway,Craig Carnelia,Carnelia,Jeffrey Kindley,,https://en.wikipedia.org/wiki/Is_there_life_after_high_school%3F
799,It Ain't Nothin' But the Blues,1999,Off-Broadway revue,Various artists,Various artists,"Charles Bevel, Lita Gaithers, Randal Myler, Ron Taylor and Dan Wheetman",,https://en.wikipedia.org/wiki/It_Ain%27t_Nothin%27_But_the_Blues
800,Jackpot,1944,Broadway,Vernon Duke,Howard Dietz,"Guy Bolton, Sidney Sheldon and Ben Roberts",,https://en.wikipedia.org/wiki/Jackpot_(musical)
801,Jacques Brel is Alive and Well and Living in Paris,1968,Off-Broadway revue,Jacques Brel,"Brel, Eric Blau and Mort Shuman",Blau and Shuman,,https://en.wikipedia.org/wiki/Jacques_Brel_is_Alive_and_Well_and_Living_in_Paris
802,Jamaica,1957,Broadway,Harold Arlen,E. Y. Harburg,Harburg and Fred Saidy,,https://en.wikipedia.org/wiki/Jamaica_(musical)
803,James Joyce's The Dead,1998,Broadway,Shaun Davey,Richard Nelson,Nelson,,https://en.wikipedia.org/wiki/James_Joyce%27s_The_Dead
804,Jane Eyre,2000,Broadway,Paul Gordon,Gordon,John Caird,Based on Jane Eyre by Charlotte Brontë.,https://en.wikipedia.org/wiki/Jane_Eyre_(musical)
805,Jekyll and Hyde,1997,Broadway,Frank Wildhorn,"Leslie Bricusse, Wildhorn and Steve Cuden",Bricusse,,https://en.wikipedia.org/wiki/Jekyll_and_Hyde_(musical)
806,Jelly's Last Jam,1992,Broadway,Jelly Roll Morton and Luther Henderson,Susan Birkenhead,George C. Wolfe,,https://en.wikipedia.org/wiki/Jelly%27s_Last_Jam
807,Jerico-Jim Crow,1964,Off-Broadway,Various artists,Various artists,William Hairston and Langston Hughes,,https://en.wikipedia.org/wiki/Jerico-Jim_Crow
808,Jerome Robbins' Broadway,1989,Broadway revue,Various artists,Various artists,N/A,,https://en.wikipedia.org/wiki/Jerome_Robbins%27_Broadway
809,Jerry Springer: The Opera,2003,West End,Richard Thomas,Thomas and Stewart Lee,Thomas and Lee,Based on the television show The Jerry Springer Show.,https://en.wikipedia.org/wiki/Jerry_Springer:_The_Opera
810,Jerry's Girls,1985,Broadway revue,Jerry Herman,Herman,N/A,,https://en.wikipedia.org/wiki/Jerry%27s_Girls
811,"Jersey Boys

+ film (2014)

",2005,Broadway Jukebox musical,Bob Gaudio,Bob Crewe,Marshall Brickman and Rick Elice,,https://en.wikipedia.org/wiki/Jersey_Boys
812,"Jesus Christ Superstar

+ film (1973)

",1971,Broadway,Andrew Lloyd Webber,Tim Rice,Rice,"Notable songs: ""I Don't Know How to Love Him"", ""Everything's Alright"" and ""Gethsemane"".",https://en.wikipedia.org/wiki/Jesus_Christ_Superstar
813,Jo,1964,Off-Broadway,,,,,
814,john & jen,1995,Off-Broadway,Andrew Lippa,Tom Greenwald,Lippa and Greenwald,,https://en.wikipedia.org/wiki/John_%26_Jen
815,John Henry,1940,Broadway,Jacques Wolfe,Roark Bradford,Bradford,,https://en.wikipedia.org/wiki/John_Henry_(musical)
816,Johnny Johnson,1936,Broadway,Kurt Weill,Paul Green,Green,"Based on Jaroslav Hašek's novel, The Good Soldier Švejk.",https://en.wikipedia.org/wiki/Johnny_Johnson_(musical)
817,Johnny Pye and the Fool-Killer,1993,Off-Broadway,Randy Courts,Mark St. Germain,Courts and Germain,,https://en.wikipedia.org/wiki/Johnny_Pye_and_the_Fool-Killer
818,John Paul Jones,2001,Scottish musical,Julian Wagstaff,Julian Wagstaff,Julian Wagstaff and Joel Jenkins,Based on the life of the Scots-born naval captain and hero of the American Revolution,
819,Jolly Jerome,1928,Off-Broadway,Roy French,French,,,
820,Jonah,1992,Concert musical,Judd Woldin,Woldin,Woldin,,
821,"Joseph and the Amazing Technicolor Dreamcoat

+ film (1999)

",1968,West End,Andrew Lloyd Webber,Tim Rice,Rice,"Notable songs: ""Any Dream Will Do"" and ""Close Every Door"".",https://en.wikipedia.org/wiki/Joseph_and_the_Amazing_Technicolor_Dreamcoat
822,Joseph McCarthy is Alive and Living in Dade County,1977,Off-Broadway,Ray Scantlin,Scantlin,Scantlin,,
823,Juan Darién,1996,Broadway,Elliot Goldenthal,Goldenthal,Goldenthal and Julie Taymor,,
824,Jubilee,1935,Broadway,Cole Porter,Porter,Moss Hart,,https://en.wikipedia.org/wiki/Jubilee_(musical)
825,Jumbo,1935,Broadway musical,Richard Rodgers,Lorenz Hart,Ben Hecht and Charles MacArthur,,https://en.wikipedia.org/wiki/Jumbo_(musical)
826,Jump for Joy,1941,Off-Broadway revue,Duke Ellington and Hal Borne,Paul Francis Webster and Sid Kuller,N/A,Aimed at Broadway but closed out of town in Los Angeles.,
827,The Jungle Book,1967,Musical Animated film,Robert B. Sherman and Richard M. Sherman,Sherman and Sherman,Larry Clemmons,,https://en.wikipedia.org/wiki/The_Jungle_Book_(1967_film)
828,Juno,1959,Broadway,Marc Blitzstein,Blitzstein,Joseph Stein,,https://en.wikipedia.org/wiki/Juno_(musical)
829,Kean,1961,Broadway,Robert Wright and George Forrest,Wright and Forrest,Peter Stone,,https://en.wikipedia.org/wiki/Kean_(musical)
830,Keating!,2007,Australian musical,Casey Bennetto,Bennetto,Bennetto,Portrays the political career of former Australian Prime Minister Paul Keating.,https://en.wikipedia.org/wiki/Keating!
831,Kelly,1965,Broadway,Moose Charlap,Eddie Lawrence,Lawrence,Never officially opened Broadway.,https://en.wikipedia.org/wiki/Kelly_(musical)
832,The Kid,2010,Off-Broadway,Andy Monroe,Jack Lechner,Michael Zam,Based on the memoir by Dan Savage.,https://en.wikipedia.org/wiki/The_Kid_(musical)
833,"The King and I

+ film (1956)

",1951,Broadway,Richard Rodgers,Oscar Hammerstein II,Hammerstein II,"Notable songs: ""Shall We Dance"", ""I Whistle a Happy Tune"" and ""Getting to Know You"".",https://en.wikipedia.org/wiki/The_King_and_I
834,King David,1997,Broadway,Alan Menken,Tim Rice,Rice,,https://en.wikipedia.org/wiki/King_David_(musical)
835,Kinky Boots,2013,Broadway,Cyndi Lauper,Lauper,Harvey Fierstein,Based on the 2005 film version.,https://en.wikipedia.org/wiki/Kinky_Boots_(musical)
836,Kismet,1953,Broadway,"Alexander Borodin, Robert Wright and George Forrest",Wright and Forrest,Charles Lederer and Luther Davis,"Notable song: ""Stranger in Paradise"".",https://en.wikipedia.org/wiki/Kismet_(musical)
837,Kiss of the Spider Woman,1993,Broadway,John Kander,Fred Ebb,Terrence McNally,,https://en.wikipedia.org/wiki/Kiss_of_the_Spider_Woman_(musical)
838,"Kiss Me, Kate

+ film (1953)

",1948,Broadway,Cole Porter,Porter,Samuel and Bella Spewack,"Notable song: ""Too Darn Hot"".",https://en.wikipedia.org/wiki/Kiss_Me _Kate
839,Kissing Time,1919,Broadway,Ivan Caryll,Guy Bolton and P. G. Wodehouse,Bolton and Wodehouse,,https://en.wikipedia.org/wiki/Kissing_Time
840,Knickerbocker Holiday,1938,Broadway,Kurt Weill,Maxwell Anderson,Anderson,"Notable songs: ""September Song"" and ""It Never Was You"".",https://en.wikipedia.org/wiki/Knickerbocker_Holiday
841,Kristina från Duvemåla,1995,Swedish musical,Benny Andersson,Björn Ulvaeus,Ulvaeus,,https://en.wikipedia.org/wiki/Kristina_fr%C3%A5n_Duvem%C3%A5la
842,A Kurt Weill Cabaret,1963,Off-Broadway,Kurt Weill,Various artists,N/A,,https://en.wikipedia.org/wiki/A_Kurt_Weill_Cabaret
843,Kronborg: 1582,1974,Canadian musical,Cliff Jones,Jones,Jones,Based on William Shakespeare's Hamlet.,https://en.wikipedia.org/wiki/Rockabye_Hamlet
844,Kwamina,1961,Broadway,Richard Adler,Adler,Robert Alan Aurthur,,https://en.wikipedia.org/wiki/Kwamina
845,Labyrinth,1986,Musical film,David Bowie,Bowie,Terry Jones,,https://en.wikipedia.org/wiki/Labyrinth_(film)
846,La Cage aux Folles,1983,Broadway,Jerry Herman,Herman,Harvey Fierstein,,https://en.wikipedia.org/wiki/La_Cage_aux_Folles_(musical)
847,Ladies First,1918,Broadway revue,A. Baldwin Sloane,Harry B. Smith,Smith,Featuring songs by James Brockmann and James Kendl.,
848,Lady and the Tramp,1955,Musical Animated film,Sonny Burke and Peggy Lee,Burke and Lee,"Erdman Penner, Joe Rinaldi, Ralph Wright, and Don DaGradi","Notable songs: ""The Siamese Cat Song"", ""He's a Tramp"" and ""Bella Notte"".",https://en.wikipedia.org/wiki/Lady_and_the_Tramp
849,"Lady, Be Good",1924,Broadway,George Gershwin,Ira Gershwin,Guy Bolton and Fred Thompson,,https://en.wikipedia.org/wiki/Lady _Be_Good_(musical)
850,The Lady Comes Across,1942,Broadway,Vernon Duke,John La Touche,Fred Thompson and Dawn Powell,,
851,"Lady in the Dark

+ film (1944)

",1941,Broadway,Kurt Weill,Ira Gershwin,Moss Hart,"Notable songs: ""Tschaikowsky (and Other Russians)"", ""My Ship"" and ""The Saga of Jenny"".",https://en.wikipedia.org/wiki/Lady_in_the_Dark
852,La La Land,2016,Musical film,Justin Hurwitz,Pasek and Paul,Damien Chazelle,"Notable songs ""City of Stars"" and ""Audition (The Fools Who Dream)""",https://en.wikipedia.org/wiki/La_La_Land_(film)
853,La Révolution Française,1973,French musical,Claude-Michel Schönberg and Raymond Jeannot,Alain Boublil and Jean-Max Rivière,Boublil and Rivière,,https://en.wikipedia.org/wiki/La_R%C3%A9volution_Fran%C3%A7aise_(rock_opera)
854,The Last Empress,1995,Korean musical,Hee-Gap Kim,In-Ja Yang and Georgina St George,Mun-Yol Yi,,https://en.wikipedia.org/wiki/The_Last_Empress_(musical)
855,"The Last Five Years

+ film (2014)

",2003,Off-Broadway,Jason Robert Brown,Brown,Brown,"Notable songs: ""Still Hurting"" and ""I Can Do Better Than That"".",https://en.wikipedia.org/wiki/The_Last_Five_Years
856,The Last Ship,2014,Broadway,Sting,Sting,John Logan and Brian Yorkey,,
857,The Last Session,1997,Off-Broadway,Steve Schalchlin,"Schalchlin, John Bettis, and Marie Cain",Jim Brochu,,https://en.wikipedia.org/wiki/The_Last_Session
858,Laughing Room Only,2003,Broadway,Doug Katsaros,Katsaros,Dennis Blair and Digby Wolfe,,
859,Leader of the Pack,1985,Broadway revue,Ellie Greenwich,Various artists,Anne Beatts,,https://en.wikipedia.org/wiki/Leader_of_the_Pack_(musical)
860,Leben ohne Chris,2009,German musical,Wolfgang Böhmer,Peter Lund,Lund,,https://en.wikipedia.org/wiki/Leben_ohne_Chris
861,Legally Blonde,2007,Broadway,Nell Benjamin and Laurence O'Keefe,Benjamin and O'Keefe,Heather Hach,"Notable songs: ""Omigod You Guys"", ""Ireland"" and ""So Much Better"".",https://en.wikipedia.org/wiki/Legally_Blonde_(musical)
862,Legs Diamond,1989,Broadway,Peter Allen,Allen,Harvey Fierstein and Charles Suppon,,https://en.wikipedia.org/wiki/Legs_Diamond_(musical)
863,Lend Me a Tenor,2011,West End,Brad Carroll,Peter Sham,Sham,,https://en.wikipedia.org/wiki/Lend_Me_A_Tenor_(musical)
864,Lennon,2005,Broadway,John Lennon,Lennon,Don Scardino,,https://en.wikipedia.org/wiki/Lennon_(musical)
865,"Leonard Sillman's New Faces of 1952

+ film (1954)

",1952,Broadway revue,Various artists,Various artists,N/A,"Notable song: ""Boston Beguine"".",https://en.wikipedia.org/wiki/New_Faces_of_1952
866,"Les Misérables

+ film (2012)

",1985,West End,Claude-Michel Schönberg,Alain Boublil and Herbert Kretzmer,"Schönberg, Boublil, Trevor Nunn, and John Caird","Notable songs: ""I Dreamed a Dream"", ""On My Own"" and ""Do You Hear the People Sing?"".",https://en.wikipedia.org/wiki/Les_Mis%C3%A9rables_(musical)
867,Lestat,2006,Broadway,Elton John,Bernie Taupin,Linda Woolverton,Based on the vampire novels of Anne Rice.,https://en.wikipedia.org/wiki/Lestat_(musical)
868,Let It Ride,1961,Broadway,Jay Livingston and Ray Evans,Livingston and Evans,Abram S. Ginnes,,https://en.wikipedia.org/wiki/Let_It_Ride_(musical)
869,Let My People Come,1974,Broadway,"Earl Wilson, Jr.","Wilson, Jr.","Wilson, Jr.",,https://en.wikipedia.org/wiki/Let_My_People_Come
870,Letters from Lehrer,2006,Canadian musical,Tom Lehrer,Lehrer,Richard Greenblatt,,https://en.wikipedia.org/wiki/Letters_from_Lehrer
871,Die letzte Kommune,2013,German musical,Thomas Zaufke,Peter Lund,Lund,,https://en.wikipedia.org/wiki/Die_letzte_Kommune
872,The Lieutenant,1975,Broadway,"Gene Curty, Nitra Scharfman, and Chuck Strand","Curty, Scharfman, and Strand","Curty, Scharfman, and Strand",,https://en.wikipedia.org/wiki/The_Lieutenant_(musical)
873,The Life,1997,Broadway,Cy Coleman,Ira Gasman,"David Newman, Gasman, and Coleman",,https://en.wikipedia.org/wiki/The_Life_(musical)
874,The Life and Adventures of Nicholas Nickleby,1980,West End,Stephen Oliver,Oliver,David Edgar,,https://en.wikipedia.org/wiki/The_Life_and_Adventures_of_Nicholas_Nickleby_(play)
875,Life Begins at 8:40,1934,Broadway revue,Harold Arlen,Ira Gershwin and E.Y. Harburg,N/A,,https://en.wikipedia.org/wiki/Life_Begins_at_8:40
876,The Lightning Thief: The Percy Jackson Musical,2017,Off-Broadway,Rob Rokicki,Rokicki,Joe Tracz,Based on the book Percy Jackson and The Lightning Thief by Rick Riordan,https://en.wikipedia.org/wiki/The_Lightning_Thief:_The_Percy_Jackson_Musical
877,The Light in the Piazza,2005,Broadway,Adam Guettel,Guettel,Craig Lucas,,https://en.wikipedia.org/wiki/The_Light_in_the_Piazza_(musical)
878,The Light Princess,2013,Royal National Theatre,Tori Amos,Amos,Samuel Adamson,,https://en.wikipedia.org/wiki/The_Light_Princess
879,Liberty: The Siege of The Alamo,2003,Off-Off-Broadway,Bernard J. Taylor,Taylor,Taylor,,https://en.wikipedia.org/wiki/Liberty:_The_Siege_of_The_Alamo
880,The Likes of Us,1965,Off-West End,Andrew Lloyd Webber,Tim Rice,Leslie Thomas,,https://en.wikipedia.org/wiki/The_Likes_of_Us
881,"Li'l Abner

+ film (1959)

",1956,Broadway,Gene De Paul,Johnny Mercer,Norman Panama and Melvin Frank,,https://en.wikipedia.org/wiki/Li%27l_Abner_(musical)
882,"The Lion King

+ film (1994)

",1997,Broadway,Elton John,Tim Rice,Roger Allers and Irene Mecchi,"Based on the film of the same name. Notable songs: ""The Circle of Life"", ""Hakuna Matata"" and ""Can You Feel the Love Tonight"".",https://en.wikipedia.org/wiki/The_Lion_King_(musical)
883,Little by Little,1999,Off-Broadway,Brad Ross,Ellen Greenfield and Hal Hackady,Annette Jolles and Greenfield,,https://en.wikipedia.org/wiki/Little_by_Little_(musical)
884,Little Fish,2003,Off-Broadway,Michael John LaChiusa,LaChiusa,LaChiusa,,https://en.wikipedia.org/wiki/Little_Fish_(musical)
885,Little Ham,1987,Off-Broadway,Judd Woldin,Richard Engquist and Woldin,Dan Owens,,
886,Little Johnny Jones,1904,Broadway,George M. Cohan,Cohan,Cohan,,https://en.wikipedia.org/wiki/Little_Johnny_Jones
887,Little Mary Sunshine,1959,Off-Broadway,Rick Besoyan,Besoyan,Besoyan,,https://en.wikipedia.org/wiki/Little_Mary_Sunshine
888,Little Me,1962,Broadway,Cy Coleman,Carolyn Leigh,Neil Simon,,https://en.wikipedia.org/wiki/Little_Me_(musical)
889,"The Little Mermaid

+ film (1989)

",2008,Broadway,Alan Menken,Glenn Slater and Howard Ashman,Doug Wright,"Based on the film of the same name. Notable songs: ""Part of Your World"", ""Kiss the Girl"" and ""Under the Sea"".",https://en.wikipedia.org/wiki/The_Little_Mermaid_(musical)
890,Little Miss Sunshine,2013,Off-Broadway,William Finn,Finn,James Lapine,Based on the film of the same name.,https://en.wikipedia.org/wiki/Little_Miss_Sunshine_(musical)
891,Little Nemo: Adventures in Slumberland,1993,Musical Animated film,Richard M. Sherman and Robert B. Sherman,Sherman and Sherman,Chris Columbus and Richard Outten,,https://en.wikipedia.org/wiki/Little_Nemo:_Adventures_in_Slumberland
892,A Little Night Music,1973,Broadway,Stephen Sondheim,Sondheim,Hugh Wheeler,"Notable song: ""Send in the Clowns"".",https://en.wikipedia.org/wiki/A_Little_Night_Music
893,"Little Shop of Horrors

+ film (1986)

",1982,Broadway,Alan Menken,Howard Ashman,Ashman,"Notable songs: ""Suddenly, Seymour"" and ""Somewhere That's Green"".",https://en.wikipedia.org/wiki/Little_Shop_of_Horrors_(musical)
894,Little Tramp,1995,Off-Off-Broadway,David Pomeranz,Pomeranz,Pomeranz and Steven David Horwich,,https://en.wikipedia.org/wiki/Little_Tramp
895,Little Women,2005,Broadway,Jason Howland,Mindi Dickstein,Allan Knee,"Notable song: ""Astonishing"".",https://en.wikipedia.org/wiki/Little_Women_(musical)
896,Lizzie the Musical,2009,American musical,Steven Cheslik-DeMeyer and Alan Stevens Hewitt,Cheslik-DeMeyer and Tim Maner,Maner,"Focuses on the involvement of Lizzie Borden in the axe murders of her father and stepmother, for which she was tried and acquitted, in 1892.",
897,Lock Up Your Daughters,1959,West End,Laurie Johnson,Lionel Bart,Bernard Miles,,https://en.wikipedia.org/wiki/Lock_Up_Your_Daughters_(musical)
898,London Calling!,1923,West End revue,Noël Coward,Coward,André Charlot,,https://en.wikipedia.org/wiki/London_Calling!
899,London Road,2011,Royal National Theatre,Adam Cork,Alecky Blythe,Blythe,,https://en.wikipedia.org/wiki/London_Road_(musical)
900,Lone Star Love,2004,Off-Broadway,Jack Herrick,Herrick,John L. Haber and Robert Horn,,https://en.wikipedia.org/wiki/Lone_Star_Love
901,Look to the Lilies,1970,Broadway,Jule Styne,Sammy Cahn,Leonard Spigelgass,,https://en.wikipedia.org/wiki/Look_to_the_Lilies
902,The Lord of the Rings,2007,West End,"A. R. Rahman, Värttinä and Christopher Nightingale",Matthew Warchus and Shaun McKenna,Warchus and McKenna,Based on the books by J. R. R. Tolkien.,https://en.wikipedia.org/wiki/Lord_of_the_Rings_(musical)
903,Loserville,2012,West End,James Bourne and Elliot Davis,Bourne and David,,Based on the Son of Dork album Welcome to Loserville.,https://en.wikipedia.org/wiki/Loserville
904,"Lost in the Stars

+ film (1974)

",1949,Broadway,Kurt Weill,Maxwell Anderson,Anderson,,https://en.wikipedia.org/wiki/Lost_in_the_Stars
905,"Louisiana Purchase

+ film (1941)

",1940,Broadway,Irving Berlin,Berlin,Morrie Ryskind,,https://en.wikipedia.org/wiki/Louisiana_Purchase_(musical)
906,Love! at the Cafe!,1993,Off-Broadway,Karen Sokolof Javitch,Javitch and James Spicer Conant,Conant,,
907,Love from Judy,1952,West End,Hugh Martin,Martin and Timothy Gray,Eric Maschwitz and Jean Webster,,
908,"Love, Janis",2001,Off-Broadway revue,Various artists,Various artists,N/A,,https://en.wikipedia.org/wiki/Love _Janis
909,Love Life,1948,Broadway,Kurt Weill,Alan Jay Lerner,Lerner,,https://en.wikipedia.org/wiki/Love_Life_(musical)
910,LoveMusik,2007,Broadway,Kurt Weill,Various artists,Alfred Uhry,,https://en.wikipedia.org/wiki/LoveMusik
911,Love Never Dies,2010,West End,Andrew Lloyd Webber,Glenn Slater,Ben Elton,Sequel to the Lloyd Webber musical The Phantom of the Opera.,https://en.wikipedia.org/wiki/Love_Never_Dies_(musical)
912,The Love Note,2009,Curry College Theatre,Gail Phaneuf,,,,https://en.wikipedia.org/w/index.php?title=The_Love_Note&action=edit&redlink=1
913,Love Story,2010,West End,Howard Goodall,Goodall and Stephen Clark,Clark,,https://en.wikipedia.org/wiki/Love_Story_(musical)
914,Lucky Stiff,1988,Off-Broadway,Stephen Flaherty,Lynn Ahrens,Ahrens,Based on a novel by Mike Butterworth.,https://en.wikipedia.org/wiki/Lucky_Stiff
915,Ludwig II,2000,German musical,Franz Hummel,Stephan Barbarino,Barbarino,,https://en.wikipedia.org/wiki/Ludwig_II_(musical)
916,Lust 'n Rust,2001,Off-Off-Broadway,"Frank Haney, Carol Kimball and Dave Stratton","Haney, Kimball and Stratton","Haney, Kimball and Stratton",,https://en.wikipedia.org/wiki/Lust_%27n_Rust
917,Mack & Mabel,1974,Broadway,Jerry Herman,Herman,Michael Stewart,,https://en.wikipedia.org/wiki/Mack_%26_Mabel
918,The Mad Show,1966,Off-Broadway,Mary Rodgers,Various artists,Larry Siegel and Stan Hart,,https://en.wikipedia.org/wiki/The_Mad_Show
919,The Madwoman of Central Park West,1979,Broadway Awesome,Various artists,Various artists,Arthur Laurents and Phyllis Newman,,https://en.wikipedia.org/wiki/The_Madwoman_of_Central_Park_West
