363,Bronisław Kaper and Walter Jurmann
364,Frank Lazarus and others
365,Pasek and Paul
366,"Andrew Sherman, Tom Kitt, Jonathan Callicutt"
367,Douglas Irvine
368,"Gerard Alessandrini, Craig Carnelia, Cy Coleman, Larry Grossman, John Kander, Doug Katsaros, Alan Menken, Jonathan Sheffer, Lynn Udall, Albert Von Tilzer, Jim Wann"
369,"Madonna, Patrick Leonard, Stephen Sondheim, Michael Kernan, Andy Paley, Jeff Lass, Ned Claflin, Jonathan Paley, Shep Pettibone, Danny Elfman"
370,Michael Brown
371,David Yazbek
372,Joseph E. Howard
373,Pascal Obispo
374,Max Steiner
375,James Quinn and Alaric Jans
376,"Leslie Bricusse, Lionel Newman, Alexander Courage"
377,Lucy Simon
378,Scott Frankel
379,"Jimmy McHugh, Lionel Newman (The Parisian Trot)"
380,Leo Fall
381,Larry Grossman
382,Johnny Burke
383,Micki Grant
384,"Burton Lane, Arthur Johnston, Johnny Burke, John Leipold, Victor Young, Al Siegel, Sam Coslow, Sanford Green"
385,Harry Warren and Jimmy McHugh
386,George Duning and Heinz Eric Roemheld
387,Mel Marvin and Albert Hague
388,Simon Leclerc
389,Sheldon Harnick
390,Ricky Ian Gordon
391,Henry Krieger
392,"Franz Lehár, Colin Wark, Ben Frankel"
393,Lisa Lambert and Greg Morrison
394,Various
395,"Joss Whedon, Maurissa Tancharoen, Jed Whedon"
396,"Al Rinker, Floyd Huddleston, Henry Nemo, Lee Pearl"
397,Harry Ruby
398,Galt MacDermot
399,Frank Churchill and Oliver Wallace
400,Paul Flynn and John Reddel
401,Peter Link
402,Fats Waller
403,Ray Colcord and Nile Rodgers
404,"Johnny Green, Roger Edens and Irving Berlin"
405,Michael Arden
406,Jed Feuer
407,Ed Wynn
408,David Buttolph
409,Oscar Brand and Paul Nassau
410,Friedrich Hollaender and Franz Waxman
411,Janet Hood
412,Matthew Sklar
413,Sylvester Levay
414,Tobias Künzel and Wolfgang Lenk
415,"Chino Toledo, Vin Dancel and Ebe Dancel"
416,Edward Jakobowski
417,Lee Pockriss
418,Edward E. Rice
419,Frederick Hollander and Paul Mertz
420,Dan Gillespie Sells
421,Dick Hyman
422,David Rose
423,N/A
424,John Field
425,"Christopher Bond, Frank Cipolla, Melissa Morris and George Reinblatt"
426,Steve Margoshes
427,Danny Abosch
428,Allen Simpson
429,Martin Silvestri
430,Robert Lopez
431,Alan Zachary and Michael Weiner
432,"George Weiss, Robert Goldman and Glenn Paxton"
433,Louis Jordan
434,Dana P. Rowe
435,Robbie Roth
436,Leslie Stuart and Paul Rubens
437,Adam Guettel
438,Julian Slade and Dorothy Reynolds
439,"Phil Charig, Dan Shapiro and Milton Pascal"
440,Tom Snow
441,Laurie Johnson
442,Shannon Parnell
443,Robert Emmett Dolan
444,Mark Baron
445,Julian Slade
446,Karen Sokolof Javitch
447,Stuart Brayson
448,Greg Siff
449,Robert Lopez and Kristen Anderson-Lopez
450,Steven Lutvak
451,George Cohan (revised Mary Cohan)
452,Tom Wilson Weinberg
453,John Mellencamp
454,Dave Stewart and Glen Ballard
455,Gary Barlow and Tim Firth
456,Nick Blaemire
457,Richard Taylor
458,Polly Pen
459,Jerome Moross
460,Leroy Anderson
461,Brian Wilson and The Beach Boys
462,James Gilbert
463,"Robert Wright, George Forrest and Maury Yeston"
464,Claibe Richardson
465,Warren Casey and Jim Jacobs
466,Louis St. Louis
467,David Nehls
468,Johann Strauss I and Johann Strauss II
469,John Debney and Joseph Trapanese
470,Sidney Jones and Lionel Monckton
471,Frank Loesser
472,Tim Minchin
473,Trey Anastasio and Amanda Green
474,Kurt Weill
475,Mischa Spoliansky
476,Harold Karr
477,Ron Underwood
478,Ervin Drake
479,David Byrne and Fatboy Slim
480,Meredith Willson
481,Tom Kitt
482,Hugh Martin and Timothy Gray
483,Maury Laws
484,Chad Henry
485,Nick Gage and Scott Lamps
486,Arthur Sullivan
487,Elmer Bernstein
488,John Forster
489,Nacho Cano and José María Cano
490,Mike Batt
491,Steve Brown
492,Frank Grullon and Cathy Thomas
493,Joshua Salzman
494,Jimmy Roberts
495,Jon Balcourt
496,Manos Hadjidakis
497,Zane Mark
498,Shuki Levy
499,Steven M. Alper
500,Lin-Manuel Miranda
501,"Kristen Anderson-Lopez James-Allen Ford, Russ Kaplan, and Sara Wordsworth"
502,Chris Neuner
503,Harry Tierney
504,Marguerite Monnot
505,Craig Carnelia
506,Jacques Brel
507,Shaun Davey
508,Jelly Roll Morton and Luther Henderson
509,Richard Thomas
510,Bob Gaudio
511,Jacques Wolfe
512,Randy Courts
513,Julian Wagstaff
514,Roy French
515,Judd Woldin
